ID,Name,Height,Weight,Age,Sex,Profession,Salary,Количество Машин
15987,Яковлевa Карина,159.0,40.0,40,ж,студент,274000,2
15988,Кондратьевa Фрида,158.0,63.0,44,ж,студент,296000,1
15989,Жуковa Владана,168.0,68.0,75,ж,программист,492000,0
15990,Владимировa Мира,183.0,59.0,70,ж,преподаватель,197000,0
15991,Шараповa Роза,155.0,46.0,71,ж,сантехник,393000,1
15992,Богдановa Камилла,173.0,58.0,70,ж,программист,170000,2
15993,Суворовa Маргарита,171.0,77.0,46,ж,программист,414000,1
15994,Дмитриевa Галина,155.0,48.0,30,ж,программист,290000,0
15995,Потаповa Нонна,161.0,52.0,23,ж,программист,305000,0
15996,Калашниковa Евдокия,168.0,58.0,82,ж,сантехник,404000,1
15997,Комиссаровa Лина,173.0,49.0,22,ж,сантехник,167000,0
15998,Поляковa Фаина,167.0,55.0,81,ж,бухгалтер,176000,1
15999,Дьячковa Нора,159.0,77.0,29,ж,сантехник,288000,1
16000,Кулаковa Екатерина,181.0,46.0,18,ж,автослесарь,70000,1
16001,Тихоновa Анжелика,162.0,59.0,56,ж,сантехник,377000,2
16002,Селезнёвa Луиза,161.0,75.0,64,ж,студент,27000,0
16003,Гусевa Алина,168.0,70.0,88,ж,бухгалтер,477000,0
16004,Жуковa Марьяна,175.0,70.0,42,ж,преподаватель,208000,0
16005,Степановa Лина,181.0,74.0,38,ж,продавец,305000,0
16007,Гусевa Марьяна,155.0,40.0,50,ж,бухгалтер,286000,0
16008,Максимовa Карина,174.0,67.0,39,ж,инженер,485000,3
16009,Дьячковa Людмила,173.0,43.0,63,ж,сантехник,345000,2
16010,Лыткинa Татьяна,173.0,45.0,66,ж,автослесарь,383000,1
16011,Лыткинa Вета,155.0,76.0,23,ж,автослесарь,153000,0
16013,Шараповa Элина,162.0,41.0,38,ж,автослесарь,90000,1
16014,Гришинa Елизавета,160.0,42.0,20,ж,преподаватель,442000,1
16015,Самсоновa Майя,175.0,77.0,49,ж,автослесарь,271000,1
16016,Большаковa Екатерина,158.0,66.0,63,ж,сантехник,364000,1
16017,Кудряшовa Алина,164.0,59.0,75,ж,автослесарь,226000,0
16019,Евдокимовa Серафима,173.0,73.0,78,ж,преподаватель,421000,2
16020,Тимофеевa Юлия,183.0,74.0,28,ж,студент,497000,2
16021,Даниловa Юлиана,168.0,76.0,65,ж,автослесарь,434000,1
16022,Петровa Лариса,172.0,70.0,24,ж,программист,428000,0
16023,Степановa Иванна,166.0,59.0,49,ж,врач,156000,1
16024,Одинцовa Наталья,167.0,61.0,45,ж,бухгалтер,344000,1
16025,Прохоровa Леся,157.0,57.0,80,ж,инженер,117000,1
16026,Мироновa Алевтина,177.0,41.0,88,ж,сантехник,415000,0
16027,Буровa Дарья,155.0,79.0,84,ж,преподаватель,350000,0
16028,Кирилловa Инга,170.0,61.0,27,ж,автослесарь,201000,0
16029,Калининa Милада,155.0,46.0,78,ж,врач,452000,0
16031,Кондратьевa Алевтина,175.0,53.0,32,ж,программист,473000,0
16032,Ильинa Марта,161.0,56.0,44,ж,продавец,269000,1
16033,Беспаловa Мира,178.0,48.0,53,ж,автослесарь,395000,1
16034,Гусевa Аксинья,164.0,62.0,83,ж,автослесарь,22000,1
16035,Цветковa Агния,184.0,53.0,19,ж,продавец,64000,0
16036,Васильевa Тамила,174.0,43.0,21,ж,преподаватель,20000,1
16037,Капустинa Нелли,167.0,56.0,76,ж,программист,374000,0
16038,Сидоровa Светлана,167.0,64.0,71,ж,инженер,263000,0
16039,Захаровa Эмма,171.0,54.0,48,ж,бухгалтер,286000,0
16040,Медведевa Серафима,183.0,68.0,68,ж,врач,479000,0
16041,Виноградовa Ефросинья,181.0,52.0,31,ж,студент,496000,1
16042,Макаровa Алеся,176.0,68.0,69,ж,продавец,192000,0
16043,Осиповa Изабелла,156.0,55.0,79,ж,бухгалтер,165000,0
16044,Михеевa Виолетта,183.0,62.0,35,ж,инженер,495000,0
16045,Борисовa Лидия,172.0,68.0,36,ж,автослесарь,363000,1
16046,Масловa Наталия,165.0,53.0,22,ж,студент,91000,0
16047,Ершовa Катерина,163.0,68.0,27,ж,врач,140000,0
16048,Кондратьевa Злата,155.0,48.0,60,ж,продавец,40000,1
16049,Дмитриевa Амелия,163.0,53.0,21,ж,студент,479000,0
16050,Фроловa Рада,160.0,59.0,64,ж,автослесарь,133000,2
16051,Громовa Мирра,157.0,69.0,88,ж,инженер,311000,1
16052,Большаковa Катерина,166.0,54.0,51,ж,врач,123000,1
16053,Кошелевa Людмила,172.0,54.0,19,ж,преподаватель,35000,0
16055,Куликовa Влада,177.0,40.0,24,ж,преподаватель,406000,0
16056,Фокинa Евангелина,178.0,57.0,42,ж,сантехник,367000,1
16057,Горбуновa Мила,155.0,70.0,89,ж,врач,62000,1
16058,Коноваловa Платонида,173.0,42.0,78,ж,продавец,430000,1
16059,Горшковa Ираида,180.0,64.0,46,ж,продавец,131000,2
16060,Петровa Варвара,158.0,49.0,51,ж,сантехник,74000,0
16061,Комаровa Лика,176.0,60.0,68,ж,бухгалтер,388000,0
16062,Брагинa Янина,175.0,45.0,79,ж,врач,149000,1
16063,Ларионовa Кристина,175.0,59.0,79,ж,инженер,432000,2
16064,Воронцовa Мирра,174.0,52.0,73,ж,инженер,268000,1
16065,Буровa Варвара,168.0,61.0,67,ж,инженер,179000,0
16066,Фадеевa Виталина,181.0,53.0,48,ж,программист,411000,0
16067,Белоусовa Калерия,161.0,76.0,77,ж,сантехник,481000,0
16068,Гурьевa Янина,184.0,73.0,39,ж,программист,491000,1
16069,Кулагинa Регина,161.0,54.0,87,ж,преподаватель,263000,2
16070,Савельевa Владана,168.0,42.0,28,ж,инженер,446000,2
16071,Лукинa Есения,166.0,73.0,21,ж,преподаватель,190000,2
16072,Королёвa Василина,176.0,75.0,24,ж,продавец,364000,1
16073,Игнатовa Нелли,166.0,54.0,76,ж,программист,196000,0
16074,Мухинa Наталья,183.0,74.0,34,ж,инженер,259000,2
16075,Крюковa Эдита,182.0,67.0,72,ж,инженер,31000,0
16076,Зиминa Ася,184.0,50.0,40,ж,студент,222000,0
16077,Беляевa Бронислава,170.0,54.0,87,ж,врач,460000,0
16078,Самсоновa Ира,163.0,46.0,33,ж,преподаватель,201000,1
16080,Мироновa Марина,184.0,74.0,73,ж,врач,485000,1
16081,Тихоновa Янина,160.0,46.0,36,ж,программист,260000,0
16082,Вишняковa Русалина,170.0,67.0,22,ж,программист,445000,0
16083,Давыдовa Нина,172.0,71.0,69,ж,врач,111000,1
16084,Тарасовa Прасковья,163.0,77.0,74,ж,бухгалтер,443000,1
16085,Назаровa Полина,155.0,40.0,48,ж,инженер,199000,0
16086,Дмитриевa Дора,171.0,64.0,39,ж,бухгалтер,322000,0
16087,Громовa Амелия,160.0,72.0,79,ж,преподаватель,101000,0
16088,Тихоновa Майя,163.0,65.0,47,ж,врач,142000,0
16089,Буровa Устинья,162.0,72.0,66,ж,студент,90000,0
16090,Михайловa Злата,178.0,54.0,79,ж,студент,202000,1
16091,Жуковa Цветана,182.0,70.0,50,ж,продавец,62000,0
16092,Филатовa Римма,173.0,70.0,32,ж,инженер,220000,2
16093,Лазаревa Фаина,177.0,73.0,61,ж,инженер,455000,0
16094,Голубевa Вероника,182.0,48.0,38,ж,студент,22000,0
16095,Горбачёвa Тамара,161.0,58.0,70,ж,врач,469000,1
16096,Самойловa Иветта,179.0,42.0,65,ж,преподаватель,28000,1
16097,Афанасьевa Роксана,167.0,62.0,20,ж,бухгалтер,199000,0
16098,Филатовa Ира,183.0,67.0,66,ж,сантехник,446000,0
16099,Федосеевa Софья,179.0,44.0,39,ж,сантехник,445000,0
16100,Медведевa Елизавета,164.0,40.0,82,ж,автослесарь,26000,0
16101,Богдановa Элеонора,178.0,68.0,28,ж,врач,338000,0
16102,Вишняковa Раяна,183.0,52.0,86,ж,преподаватель,259000,2
16103,Родионовa Тамила,155.0,59.0,39,ж,продавец,126000,1
16104,Киселёвa Марианна,183.0,61.0,50,ж,бухгалтер,351000,0
16105,Титовa Есения,175.0,61.0,38,ж,автослесарь,219000,1
16107,Яковлевa Амелия,182.0,45.0,66,ж,продавец,335000,0
16108,Калининa Изабелла,163.0,42.0,63,ж,автослесарь,290000,0
16109,Рыбаковa Фаина,178.0,43.0,72,ж,бухгалтер,165000,2
16110,Блохинa Россияна,184.0,61.0,74,ж,бухгалтер,371000,1
16111,Галкинa Камилла,174.0,55.0,23,ж,студент,63000,1
16112,Ефремовa Устинья,164.0,45.0,27,ж,инженер,320000,0
16113,Трофимовa Ия,158.0,61.0,59,ж,сантехник,259000,1
16114,Самойловa Лилия,176.0,70.0,88,ж,студент,119000,0
16115,Муравьёвa Глафира,155.0,72.0,63,ж,врач,212000,0
16116,Гавриловa Амалия,184.0,76.0,69,ж,преподаватель,59000,1
16117,Ширяевa Фрида,176.0,50.0,59,ж,студент,87000,0
16118,Соловьёвa Эмма,167.0,67.0,30,ж,автослесарь,159000,1
16119,Смирновa Акулина,166.0,68.0,66,ж,сантехник,304000,0
16120,Ефимовa Аделия,177.0,56.0,83,ж,преподаватель,194000,1
16121,Беляковa Алина,155.0,51.0,60,ж,студент,258000,0
16122,Колобовa Ванда,177.0,56.0,27,ж,инженер,297000,0
16124,Горбачёвa Лолита,156.0,42.0,35,ж,программист,268000,2
16125,Михайловa Рада,174.0,59.0,38,ж,сантехник,265000,0
16126,Бирюковa Ефросинья,181.0,76.0,81,ж,программист,52000,1
16127,Егоровa Аполлинария,173.0,59.0,87,ж,бухгалтер,224000,0
16129,Калининa Клавдия,155.0,63.0,25,ж,преподаватель,86000,3
16130,Зыковa Агафия,166.0,70.0,79,ж,сантехник,50000,0
16132,Сысоевa Лара,184.0,66.0,65,ж,врач,430000,0
16133,Воробьёвa Соня,180.0,72.0,46,ж,продавец,114000,0
16134,Михеевa Арина,160.0,74.0,68,ж,продавец,209000,1
16136,Фокинa Аделаида,174.0,45.0,50,ж,студент,129000,0
16137,Ивановa Калерия,168.0,67.0,20,ж,продавец,444000,1
16138,Терентьевa Аполлинария,173.0,52.0,53,ж,программист,495000,0
16139,Шубинa Ада,178.0,79.0,70,ж,преподаватель,346000,1
16140,Евсеевa Олеся,157.0,65.0,34,ж,автослесарь,446000,1
16141,Мясниковa Марина,168.0,74.0,40,ж,автослесарь,68000,1
16142,Марковa Аксинья,165.0,61.0,84,ж,преподаватель,480000,0
16143,Лыткинa Ляля,168.0,44.0,73,ж,преподаватель,11000,0
16144,Гуляевa Рената,178.0,44.0,23,ж,врач,103000,0
16145,Антоновa Вета,167.0,74.0,75,ж,бухгалтер,83000,0
16146,Агафоновa Диана,156.0,76.0,70,ж,врач,372000,0
16147,Комаровa Кира,184.0,51.0,80,ж,преподаватель,449000,1
16148,Журавлёвa Эдита,168.0,68.0,69,ж,врач,322000,0
16149,Самсоновa Серафима,163.0,70.0,57,ж,преподаватель,224000,0
16150,Ковалёвa Дария,177.0,48.0,79,ж,бухгалтер,203000,0
16151,Силинa Ираида,163.0,64.0,79,ж,автослесарь,120000,0
16152,Муравьёвa Марианна,181.0,61.0,29,ж,инженер,86000,0
16155,Журавлёвa Леся,178.0,79.0,74,ж,студент,496000,0
16156,Гущинa Дария,173.0,66.0,58,ж,продавец,278000,1
16157,Котовa Дарина,156.0,60.0,83,ж,студент,274000,0
16158,Матвеевa Ульяна,176.0,44.0,79,ж,сантехник,489000,1
16159,Юдинa Клара,159.0,53.0,68,ж,врач,344000,1
16161,Кошелевa Илона,158.0,47.0,51,ж,студент,24000,1
16162,Беляевa Ирина,180.0,41.0,19,ж,преподаватель,39000,0
16163,Родионовa Динара,171.0,50.0,52,ж,продавец,368000,1
16164,Титовa Марта,155.0,64.0,37,ж,сантехник,272000,0
16165,Симоновa Майя,180.0,60.0,48,ж,программист,129000,0
16166,Емельяновa Цагана,182.0,78.0,45,ж,бухгалтер,70000,1
16167,Емельяновa Анастасия,183.0,74.0,22,ж,преподаватель,10000,0
16168,Гавриловa Иллирика,172.0,59.0,32,ж,автослесарь,399000,0
16169,Одинцовa Ярослава,170.0,73.0,68,ж,бухгалтер,238000,2
16171,Галкинa Викторина,160.0,56.0,56,ж,программист,486000,0
16172,Ивановa Элина,160.0,78.0,73,ж,бухгалтер,219000,0
16173,Масловa Изольда,177.0,57.0,62,ж,врач,449000,1
16174,Котовa Вета,162.0,44.0,62,ж,бухгалтер,215000,0
16175,Туровa Майя,159.0,68.0,44,ж,программист,439000,0
16176,Лазаревa Роза,173.0,65.0,30,ж,автослесарь,175000,0
16177,Сысоевa Эмма,179.0,46.0,84,ж,инженер,102000,1
16178,Поляковa Алекса,171.0,41.0,77,ж,сантехник,446000,1
16179,Соколовa Полина,160.0,61.0,80,ж,автослесарь,252000,0
16180,Жуковa Таяна,159.0,50.0,44,ж,преподаватель,394000,1
16181,Мельниковa Сабина,163.0,69.0,22,ж,автослесарь,12000,1
16182,Овчинниковa Зоряна,179.0,56.0,18,ж,программист,425000,1
16183,Елисеевa Марфа,183.0,48.0,39,ж,инженер,93000,1
16184,Беляковa Луиза,181.0,66.0,31,ж,инженер,392000,3
16185,Михеевa Ярослава,157.0,59.0,72,ж,врач,212000,1
16186,Кудряшовa Галина,155.0,77.0,78,ж,бухгалтер,27000,2
16188,Трофимовa Екатерина,168.0,68.0,73,ж,сантехник,161000,1
16189,Зиновьевa Лидия,180.0,79.0,23,ж,сантехник,309000,0
16190,Романовa Мирослава,158.0,64.0,48,ж,автослесарь,154000,1
16191,Кабановa Ляля,157.0,45.0,75,ж,программист,289000,2
16192,Потаповa Инга,170.0,71.0,28,ж,сантехник,301000,2
16193,Тетеринa Вероника,157.0,66.0,23,ж,продавец,372000,0
16194,Иванковa Марьяна,158.0,77.0,42,ж,врач,186000,2
16195,Мироновa Ксения,159.0,47.0,21,ж,инженер,411000,0
16196,Макаровa Ефросинья,173.0,73.0,80,ж,бухгалтер,147000,0
16197,Бобылёвa Вера,176.0,77.0,82,ж,автослесарь,11000,0
16198,Аксёновa Ангелина,176.0,48.0,80,ж,бухгалтер,348000,0
16199,Хохловa Алина,158.0,66.0,40,ж,автослесарь,162000,1
16200,Громовa Цагана,179.0,49.0,58,ж,студент,447000,2
16201,Трофимовa Роза,166.0,67.0,18,ж,инженер,484000,1
16202,Алексеевa Цветана,169.0,73.0,21,ж,инженер,298000,0
16204,Лапинa Алла,155.0,69.0,31,ж,программист,276000,0
16205,Ершовa Александрина,155.0,64.0,36,ж,студент,463000,1
16206,Зуевa Акулина,178.0,68.0,31,ж,студент,482000,0
16207,Назаровa Алла,170.0,75.0,40,ж,врач,28000,0
16208,Воронцовa София,176.0,54.0,74,ж,автослесарь,178000,0
16209,Кудряшовa Илона,163.0,61.0,48,ж,врач,95000,1
16210,Кузнецовa Фаина,171.0,71.0,80,ж,врач,181000,2
16211,Казаковa Вета,166.0,43.0,36,ж,студент,286000,0
16212,Третьяковa Светлана,172.0,54.0,68,ж,программист,170000,1
16213,Козловa Алиса,177.0,65.0,73,ж,программист,159000,0
16214,Зайцевa Карина,171.0,75.0,35,ж,врач,304000,1
16215,Шаровa Лада,163.0,74.0,62,ж,сантехник,67000,1
16216,Кононовa Ангелина,168.0,52.0,26,ж,преподаватель,432000,1
16217,Нестеровa Капитолина,182.0,44.0,72,ж,программист,366000,2
16218,Зайцевa Александрина,165.0,53.0,48,ж,врач,216000,0
16219,Роговa Лидия,183.0,70.0,36,ж,студент,35000,0
16220,Родионовa Елизавета,165.0,53.0,28,ж,программист,483000,0
16221,Ждановa Ника,158.0,54.0,47,ж,сантехник,289000,1
16222,Гавриловa Русалина,161.0,65.0,59,ж,студент,157000,0
16223,Гуляевa Влада,163.0,76.0,51,ж,автослесарь,104000,1
16224,Корниловa Дарина,158.0,45.0,55,ж,студент,302000,0
16225,Васильевa Лукерья,184.0,75.0,30,ж,преподаватель,444000,1
16226,Ларионовa Ефросинья,168.0,79.0,71,ж,сантехник,197000,1
16227,Стрелковa Лидия,180.0,41.0,73,ж,автослесарь,267000,1
16229,Евсеевa Елена,163.0,50.0,26,ж,продавец,167000,1
16231,Архиповa Мирослава,164.0,57.0,44,ж,программист,61000,1
16232,Дорофеевa Александрина,168.0,41.0,48,ж,сантехник,196000,0
16233,Пономарёвa Анисья,182.0,57.0,35,ж,инженер,103000,0
16234,Новиковa Владислава,160.0,40.0,58,ж,автослесарь,268000,1
16235,Ореховa Эвелина,174.0,50.0,54,ж,сантехник,267000,0
16236,Кудряшовa Раяна,174.0,53.0,84,ж,инженер,290000,1
16237,Вороновa Анжела,177.0,63.0,63,ж,инженер,484000,0
16238,Беляевa Акулина,171.0,71.0,83,ж,программист,66000,1
16239,Игнатьевa Владана,170.0,53.0,49,ж,врач,36000,0
16240,Брагинa Майя,171.0,64.0,21,ж,программист,115000,0
16241,Горшковa Иоанна,183.0,57.0,76,ж,бухгалтер,187000,1
16243,Гурьевa Руслана,155.0,78.0,88,ж,инженер,93000,0
16244,Капустинa Алла,167.0,76.0,69,ж,сантехник,202000,0
16245,Фёдоровa Авдотья,182.0,79.0,40,ж,продавец,209000,1
16246,Евдокимовa Лолита,161.0,66.0,46,ж,преподаватель,217000,1
16247,Лихачёвa Павлина,175.0,54.0,43,ж,бухгалтер,243000,1
16248,Мишинa Фаина,162.0,52.0,24,ж,продавец,344000,1
16249,Дьячковa Василина,161.0,67.0,59,ж,автослесарь,179000,0
16250,Фокинa Марианна,158.0,59.0,22,ж,бухгалтер,105000,0
16251,Сидоровa Ефросинья,182.0,44.0,71,ж,преподаватель,27000,1
16253,Сухановa Марьяна,169.0,67.0,41,ж,врач,21000,1
16254,Ефремовa Александрина,163.0,47.0,62,ж,инженер,204000,0
16255,Гришинa Россияна,181.0,66.0,83,ж,студент,50000,2
16256,Михайловa Варвара,160.0,41.0,37,ж,врач,235000,2
16257,Гавриловa Аэлита,178.0,56.0,19,ж,программист,379000,0
16258,Колобовa Юния,184.0,48.0,51,ж,программист,108000,2
16259,Дорофеевa Амалия,168.0,51.0,86,ж,сантехник,394000,0
16260,Масловa Илга,169.0,71.0,72,ж,автослесарь,106000,1
16262,Жуковa Лолита,157.0,43.0,75,ж,программист,323000,2
16263,Морозовa Зоряна,175.0,53.0,72,ж,инженер,319000,0
16265,Филатовa Владана,156.0,75.0,56,ж,преподаватель,99000,1
16266,Константиновa Лада,178.0,72.0,78,ж,продавец,318000,0
16267,Дементьевa Агнесса,165.0,64.0,64,ж,бухгалтер,357000,1
16268,Сидоровa Серафима,179.0,45.0,61,ж,автослесарь,489000,1
16269,Ситниковa Ира,160.0,51.0,28,ж,студент,403000,1
16270,Стрелковa Соня,155.0,40.0,52,ж,врач,433000,1
16271,Крюковa Алина,172.0,79.0,71,ж,студент,50000,0
16272,Капустинa Ксения,156.0,57.0,81,ж,студент,475000,0
16273,Исаевa Алсу,160.0,74.0,62,ж,преподаватель,484000,2
16275,Игнатовa Дора,156.0,57.0,45,ж,продавец,139000,1
16276,Зайцевa Влада,169.0,65.0,67,ж,преподаватель,394000,0
16277,Васильевa Елена,172.0,46.0,51,ж,врач,206000,0
16278,Антоновa Милица,158.0,53.0,51,ж,студент,471000,0
16279,Кулаковa Руслана,163.0,69.0,63,ж,преподаватель,408000,1
16281,Юдинa Софья,155.0,45.0,56,ж,инженер,350000,1
16282,Андреевa Марина,172.0,54.0,33,ж,автослесарь,359000,0
16283,Фокинa Алиса,177.0,56.0,50,ж,программист,55000,0
16284,Артемьевa Адель,170.0,61.0,25,ж,инженер,311000,2
16285,Орловa Цагана,160.0,43.0,25,ж,врач,47000,0
16286,Блохинa Светлана,184.0,63.0,67,ж,программист,495000,2
16287,Колесниковa Изольда,170.0,76.0,89,ж,врач,77000,0
16288,Рябовa Изольда,177.0,63.0,39,ж,бухгалтер,53000,0
16289,Громовa Антонина,172.0,59.0,38,ж,бухгалтер,241000,0
16290,Лихачёвa Иоанна,181.0,46.0,20,ж,программист,210000,0
16291,Белозёровa Лилия,171.0,40.0,44,ж,студент,111000,1
16292,Роговa Ника,176.0,66.0,30,ж,автослесарь,203000,1
16294,Веселовa Агния,172.0,64.0,30,ж,бухгалтер,41000,1
16295,Ларионовa Ольга,184.0,59.0,55,ж,врач,311000,2
16296,Пономарёвa Регина,167.0,79.0,59,ж,продавец,480000,1
16297,Соловьёвa Вита,176.0,67.0,26,ж,программист,191000,1
16298,Соколовa Домника,181.0,50.0,78,ж,автослесарь,209000,0
16299,Николаевa Алёна,184.0,53.0,88,ж,автослесарь,46000,0
16301,Большаковa Милана,168.0,42.0,70,ж,студент,120000,2
16302,Щукинa Маргарита,163.0,51.0,70,ж,продавец,84000,0
16303,Ларионовa Вера,165.0,76.0,22,ж,врач,483000,1
16304,Силинa Аврора,171.0,74.0,30,ж,сантехник,230000,0
16305,Бобылёвa Илона,182.0,67.0,23,ж,инженер,342000,1
16306,Шараповa Жанна,179.0,59.0,45,ж,преподаватель,396000,0
16307,Котовa Евдокия,169.0,67.0,47,ж,врач,482000,1
16308,Антоновa Ангелина,169.0,56.0,46,ж,программист,53000,0
16310,Крыловa Милица,158.0,47.0,23,ж,преподаватель,64000,0
16311,Ситниковa Ярослава,164.0,75.0,36,ж,врач,395000,0
16313,Юдинa Макария,157.0,59.0,73,ж,автослесарь,312000,1
16314,Стрелковa Ярина,174.0,56.0,35,ж,врач,101000,3
16315,Якушевa Изольда,168.0,76.0,70,ж,автослесарь,495000,0
16316,Титовa Агафия,183.0,59.0,27,ж,продавец,437000,0
16317,Крюковa Луиза,181.0,63.0,83,ж,продавец,253000,0
16318,Лихачёвa Раиса,170.0,73.0,37,ж,преподаватель,371000,2
16319,Мухинa Дария,155.0,50.0,36,ж,преподаватель,167000,0
16320,Хохловa Роза,174.0,73.0,28,ж,преподаватель,243000,0
16321,Мамонтовa Бронислава,171.0,55.0,63,ж,преподаватель,238000,1
16322,Мартыновa Ия,183.0,69.0,26,ж,студент,123000,2
16323,Сухановa Илона,177.0,58.0,77,ж,преподаватель,91000,1
16324,Андреевa Майя,166.0,51.0,68,ж,сантехник,144000,0
16325,Ковалёвa Акулина,158.0,67.0,68,ж,врач,90000,1
16326,Фроловa Янина,177.0,66.0,80,ж,бухгалтер,366000,1
16327,Титовa Ника,182.0,76.0,86,ж,врач,78000,0
16328,Носковa Раиса,168.0,68.0,62,ж,врач,203000,0
16330,Авдеевa Эрика/div>,168.0,79.0,31,ж,врач,485000,2
16331,Блохинa Аделаида,177.0,57.0,38,ж,студент,333000,0
16332,Ефремовa Инга,172.0,59.0,83,ж,студент,252000,2
16333,Терентьевa Рада,164.0,70.0,73,ж,бухгалтер,327000,0
16334,Наумовa Глафира,166.0,48.0,55,ж,программист,184000,0
16335,Осиповa Калерия,155.0,61.0,51,ж,программист,449000,0
16336,Панфиловa Алиса,168.0,45.0,80,ж,инженер,116000,2
16337,Рожковa Радмила,161.0,40.0,39,ж,преподаватель,257000,0
16338,Филатовa Арина,181.0,65.0,85,ж,бухгалтер,408000,1
16339,Белоусовa Платонида,178.0,75.0,33,ж,программист,168000,1
16340,Макаровa Фрида,180.0,61.0,74,ж,студент,68000,1
16341,Рыбаковa Цагана,160.0,68.0,77,ж,преподаватель,229000,0
16343,Логиновa Милена,162.0,59.0,18,ж,автослесарь,70000,0
16344,Герасимовa Нелли,160.0,69.0,46,ж,врач,369000,1
16345,Горбуновa Марта,164.0,41.0,19,ж,автослесарь,287000,2
16346,Матвеевa Алекса,181.0,43.0,50,ж,студент,378000,1
16347,Гусевa Кира,163.0,77.0,81,ж,сантехник,181000,1
16348,Михайловa Алсу,171.0,46.0,48,ж,врач,351000,0
16349,Молчановa Таисия,180.0,79.0,52,ж,продавец,31000,1
16350,Назаровa Лариса,169.0,59.0,69,ж,сантехник,153000,0
16351,Никифоровa Алина,163.0,79.0,54,ж,инженер,370000,1
16352,Соколовa Ванда,177.0,51.0,62,ж,продавец,238000,0
16353,Филатовa Ирина,176.0,70.0,20,ж,студент,186000,0
16355,Борисовa Цветана,177.0,58.0,45,ж,студент,256000,0
16357,Князевa Олеся,163.0,79.0,83,ж,студент,80000,0
16358,Бирюковa Мирослава,170.0,44.0,42,ж,инженер,87000,2
16360,Лапинa Зинаида,172.0,43.0,19,ж,продавец,130000,1
16362,Панфиловa Клара,177.0,58.0,46,ж,преподаватель,397000,1
16364,Родионовa Акулина,178.0,45.0,30,ж,автослесарь,302000,0
16365,Федотовa Анна,176.0,44.0,34,ж,студент,219000,1
16366,Туровa София,183.0,66.0,52,ж,программист,10000,2
16367,Фадеевa Эрика/div>,168.0,45.0,80,ж,студент,446000,1
16368,Стрелковa Вера,166.0,53.0,36,ж,программист,217000,1
16369,Русаковa Капитолина,176.0,52.0,25,ж,студент,412000,0
16370,Буровa Гертруда,156.0,40.0,30,ж,врач,493000,0
16371,Титовa Василиса,159.0,45.0,56,ж,бухгалтер,147000,0
16372,Некрасовa Цагана,180.0,57.0,35,ж,инженер,461000,1
16373,Константиновa Мирра,156.0,40.0,33,ж,студент,101000,1
16374,Владимировa Каролина,176.0,51.0,65,ж,автослесарь,428000,0
16376,Бобровa Тамила,177.0,73.0,58,ж,преподаватель,199000,0
16377,Рябовa Стелла,166.0,76.0,49,ж,программист,400000,2
16378,Степановa Вита,178.0,46.0,85,ж,врач,52000,0
16379,Мышкинa Майя,155.0,73.0,78,ж,инженер,348000,0
16380,Филипповa Маргарита,177.0,58.0,55,ж,сантехник,13000,1
16381,Суворовa Лада,167.0,53.0,28,ж,инженер,263000,0
16382,Лебедевa Ульяна,166.0,53.0,38,ж,преподаватель,276000,0
16383,Игнатьевa Эльвира,177.0,59.0,62,ж,продавец,29000,1
16384,Кирилловa Лика,184.0,40.0,40,ж,преподаватель,493000,0
16385,Сидоровa Василиса,182.0,76.0,65,ж,студент,356000,0
16386,Волковa Снежана,172.0,41.0,63,ж,автослесарь,317000,0
16388,Макаровa Павлина,168.0,77.0,79,ж,врач,275000,0
16389,Голубевa Фрида,170.0,54.0,30,ж,бухгалтер,345000,0
16390,Калашниковa Изабелла,157.0,63.0,43,ж,программист,328000,2
16391,Мухинa Инна,178.0,40.0,51,ж,преподаватель,300000,1
16392,Павловa Лариса,173.0,67.0,36,ж,инженер,45000,1
16393,Гришинa Лукерья,174.0,42.0,68,ж,продавец,180000,0
16394,Ивановa Прасковья,179.0,76.0,47,ж,преподаватель,127000,0
16395,Кузьминa Бронислава,181.0,56.0,31,ж,врач,32000,1
16397,Одинцовa Зоряна,166.0,75.0,46,ж,инженер,134000,0
16398,Дорофеевa Жанна,165.0,46.0,88,ж,продавец,452000,1
16399,Ивановa Акулина,182.0,72.0,34,ж,автослесарь,99000,0
16401,Пестовa Венера,184.0,49.0,68,ж,программист,171000,1
16402,Красильниковa Антонина,157.0,63.0,24,ж,студент,448000,2
16403,Ермаковa Рита,177.0,45.0,24,ж,продавец,434000,0
16404,Захаровa Римма,162.0,79.0,75,ж,врач,406000,0
16405,Авдеевa Эвелина,183.0,40.0,74,ж,бухгалтер,86000,2
16406,Морозовa Цагана,168.0,48.0,26,ж,студент,362000,1
16407,Кудряшовa Роксана,155.0,59.0,23,ж,сантехник,136000,1
16408,Большаковa Варвара,165.0,44.0,70,ж,врач,130000,0
16409,Симоновa Русалина,172.0,52.0,44,ж,программист,468000,1
16410,Бирюковa Гелла,175.0,46.0,28,ж,бухгалтер,247000,1
16411,Шестаковa Акулина,178.0,55.0,66,ж,автослесарь,166000,0
16412,Романовa Лукерья,174.0,77.0,77,ж,продавец,35000,3
16414,Давыдовa Акулина,180.0,46.0,43,ж,инженер,193000,0
16415,Калашниковa Роза,177.0,45.0,68,ж,автослесарь,17000,1
16416,Ларионовa Клавдия,163.0,71.0,44,ж,инженер,365000,0
16417,Смирновa Есения,172.0,50.0,80,ж,сантехник,216000,0
